seed,scenario_id,true_error,true_weight,bp_iterations,candidate_count,baseline_qubits,baseline_confidence,baseline_logical_risk,baseline_exact,baseline_failure,qdsv_raw_qubits,qdsv_raw_confidence,qdsv_raw_logical_risk,qdsv_raw_exact,qdsv_raw_failure,qdsv_qubits,qdsv_confidence,qdsv_logical_risk,qdsv_exact,qdsv_failure,risk_delta,exact_delta,failure_delta,qdsv_guarded_qubits,qdsv_guarded_confidence,qdsv_guarded_logical_risk,qdsv_guarded_exact,qdsv_guarded_failure,guarded_risk_delta,guarded_exact_delta,guarded_failure_delta,raw_override_attempted,guarded_override_accepted,guarded_override_rejected,guarded_reason,raw_bad_override,guarded_bad_override,raw_successful_override,guarded_successful_override,qdsv_score_margin,uncertainty_low_qdsv_margin,uncertainty_low_decoder_margin,uncertainty_many_candidates,uncertainty_flag_count,evidence_insufficient_flag,timing_decode_ms,timing_candidate_ms,timing_qdsv_ms,timing_total_ms
260717,16,7 15,2,20,7,7 15,1000,207,True,False,7 15,1000,207,True,False,7 15,1000,207,True,False,0,0,0,7 15,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,104.02574190283394,False,False,False,0,False,6.242100000235951,54.76490000000922,1.6942000002018176,64.73510000068927
260717,17,0 18,2,20,6,0 18,1000,207,True,False,0 18,1000,207,True,False,0 18,1000,207,True,False,0,0,0,0 18,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,133.68421052631584,False,False,False,0,False,3.893400000379188,47.662599999966915,1.4791999992667115,56.63430000004155
260717,18,11,1,20,11,11,1000,191,True,False,11,1000,191,True,False,11,1000,191,True,False,0,0,0,11,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,153.7745556496136,False,False,True,1,False,3.7227000002530986,40.63070000029256,3.9065999999365886,50.772800000231655
260717,19,1 6,2,20,6,1 6,1000,357,True,False,2 18,868,57,False,False,2 18,868,57,False,False,300,-1,0,1 6,1000,357,True,False,0,0,0,True,False,True,reject_confidence_drop,True,False,False,False,42.26795951417,False,False,False,0,False,3.427400000873604,47.48810000000958,1.4852000003884314,54.399600000579085
260717,20,5 17,2,20,7,5 17,1000,57,True,False,5 17,1000,57,True,False,5 17,1000,57,True,False,0,0,0,5 17,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,142.10526315789468,False,False,False,0,False,3.082399999584595,78.66509999985283,2.9512000000977423,88.07609999985289
260717,21,4,1,20,4,4,1000,41,True,False,4,1000,41,True,False,4,1000,41,True,False,0,0,0,4,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,267.8057418476261,False,False,False,0,False,5.844500000421249,67.27420000061102,1.4833000004728092,77.67280000007304
260717,22,7 10,2,20,9,16 17,1000,57,False,False,16 17,1000,57,False,False,16 17,1000,57,False,False,0,0,0,16 17,1000,57,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,111.59146153846154,False,False,True,1,False,3.80700000005163,44.04129999966244,1.7490000000179862,51.40709999977844
260717,23,4 15,2,20,10,4 17 18,1000,73,False,False,4 15,980,57,True,False,4 15,980,57,True,False,16,1,0,4 17 18,1000,73,False,False,0,0,0,True,False,True,reject_evidence_insufficient,False,False,True,False,1.675768034597013,True,True,True,3,True,3.01469999976689,45.3481999993528,2.117500000167638,52.35720000018773
260717,24,21,1,20,10,21,1000,191,True,False,21,1000,191,True,False,21,1000,191,True,False,0,0,0,21,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,183.7785747883695,False,False,True,1,False,3.0286000001069624,39.97499999968568,2.043200000116485,46.883499999239575
260717,25,11,1,20,11,11,1000,191,True,False,11,1000,191,True,False,11,1000,191,True,False,0,0,0,11,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,119.0269910195068,False,False,True,1,False,2.9532999997172737,50.04129999997531,2.2814999992988305,57.207500000004075
260717,26,0 21,2,20,6,0 21,1000,357,True,False,0 21,1000,357,True,False,0 21,1000,357,True,False,0,0,0,0 21,1000,357,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,32.170009477364715,False,False,False,0,False,3.5003000002689078,51.35530000006838,1.3905000005252077,58.242000000063854
260717,27,4 23,2,20,10,7 18,1000,207,False,False,4 23,976,57,True,False,4 23,976,57,True,False,150,1,0,7 18,1000,207,False,False,0,0,0,True,False,True,reject_evidence_insufficient,False,False,True,False,48.43356680161946,False,True,True,2,True,3.0227999995986465,40.922799999862036,1.938999999765656,47.66390000077081
260717,28,17,1,20,13,17,1000,41,True,False,17,1000,41,True,False,17,1000,41,True,False,0,0,0,17,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,136.05676324990804,False,False,True,1,False,2.9192000001785345,38.43740000047546,3.1490000001213048,46.26360000020213
260717,29,7 14,2,20,9,7 14,1000,207,True,False,7 14,1000,207,True,False,7 14,1000,207,True,False,0,0,0,7 14,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,84.63980888847993,False,False,True,1,False,2.8899000008095754,38.45259999980044,1.7544000002089888,44.744799999534735
260717,30,16,1,20,4,16,1000,41,True,False,16,1000,41,True,False,16,1000,41,True,False,0,0,0,16,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,318.55732079499444,False,False,False,0,False,2.97229999978299,39.5291000004363,1.0692000005292357,45.38270000011835
260717,31,7 10,2,20,9,1 3 9,1000,223,False,False,1 3 9,1000,223,False,False,1 3 9,1000,223,False,False,0,0,0,1 3 9,1000,223,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,44.67377480677226,False,False,True,1,False,2.971800000523217,38.53830000025482,1.803000000109023,45.32550000021729
260717,32,2 4,2,20,8,10 11 13,1000,223,False,False,2 4,988,57,True,False,2 4,988,57,True,False,166,1,0,10 11 13,1000,223,False,False,0,0,0,True,False,True,reject_evidence_insufficient,False,False,True,False,65.81079677953619,False,True,True,2,True,2.893200000471552,41.580800000701856,2.1464000001287786,48.91840000072989
260717,33,9,1,20,5,9,1000,41,True,False,9,1000,41,True,False,9,1000,41,True,False,0,0,0,9,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,239.4296819101951,False,False,False,0,False,4.735800000162271,41.408099999898695,1.3588000001618639,49.77099999996426
260717,34,2 6,2,20,7,2 6,1000,207,True,False,2 6,1000,207,True,False,2 6,1000,207,True,False,0,0,0,2 6,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,55.78947368421052,False,False,False,0,False,2.977199999804725,45.15059999994264,1.538800000162155,51.847100000486535
260717,35,22,1,20,11,22,1000,191,True,False,22,1000,191,True,False,22,1000,191,True,False,0,0,0,22,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,110.3693830879647,False,False,True,1,False,2.9836000003342633,45.770299999276176,2.1375000005718903,52.6599000004353
260717,36,1,1,20,9,1,1000,191,True,False,1,1000,191,True,False,1,1000,191,True,False,0,0,0,1,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,120.1117805299964,False,False,True,1,False,2.924399999756133,41.56979999970645,3.094700000474404,50.084200000128476
260717,37,2 12,2,20,7,1 21,1000,357,False,False,2 12,917,57,True,False,2 12,917,57,True,False,300,1,0,2 12,917,57,True,False,300,1,0,True,True,False,accept_guarded_override,False,False,True,True,55.26315789473688,False,False,False,0,False,3.192900000613008,53.88180000045395,2.252799999951094,62.09339999986696
260717,38,1 21,2,20,7,1 21,1000,357,True,False,10 17,892,57,False,False,10 17,892,57,False,False,300,-1,0,1 21,1000,357,True,False,0,0,0,True,False,True,reject_low_qdsv_margin,True,False,False,False,22.63157894736844,True,False,False,1,False,4.856199999267119,53.058599999531,1.5805000002728775,61.3456999999471
260717,39,10,1,20,11,10,1000,41,True,False,10,1000,41,True,False,10,1000,41,True,False,0,0,0,10,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,211.8983686050791,False,False,True,1,False,3.2529000000067754,41.559399999641755,2.0629000000553788,48.592500000268046
260718,0,12,1,20,10,12,1000,41,True,False,12,1000,41,True,False,12,1000,41,True,False,0,0,0,12,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,188.72708156054466,False,False,True,1,False,3.4653000002435874,39.86999999960972,2.2543000004588976,47.44400000072346
260718,1,4 8,2,20,4,4 8,1000,207,True,False,2 18,936,57,False,False,2 18,936,57,False,False,150,-1,0,2 18,936,57,False,False,150,-1,0,True,True,False,accept_guarded_override,True,True,False,False,27.380935222672065,False,False,False,0,False,3.139800000099058,39.38430000016524,1.0799000001497916,45.25370000010298
260718,2,20,1,20,11,20,1000,41,True,False,20,1000,41,True,False,20,1000,41,True,False,0,0,0,20,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,221.92555046006623,False,False,True,1,False,3.1675000000177533,39.554999999381835,2.066000000013446,46.511099999406724
260718,3,2 14,2,20,3,2 14,1000,57,True,False,2 14,1000,57,True,False,2 14,1000,57,True,False,0,0,0,2 14,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,28.947368421052715,False,True,False,1,False,3.2138999995368067,47.7443999998286,0.9488000005148933,53.554000000076485
260718,4,9 10,2,20,4,9 10,1000,207,True,False,9 10,1000,207,True,False,9 10,1000,207,True,False,0,0,0,9 10,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,4.198012145748976,True,False,False,1,False,3.287399999862828,45.57139999997162,1.21820000003936,52.03540000002249
260718,5,12 16,2,20,17,2 8 15,1000,373,False,False,12 16,997,207,True,False,12 16,997,207,True,False,166,1,0,2 8 15,1000,373,False,False,0,0,0,True,False,True,reject_evidence_insufficient,False,False,True,False,59.10189228928971,False,True,True,2,True,4.962799999702838,56.06840000018565,4.7623999998904765,68.53559999944991
260718,6,13,1,20,13,13,1000,191,True,False,13,1000,191,True,False,13,1000,191,True,False,0,0,0,13,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,72.63866566065519,False,False,True,1,False,4.378399999950489,43.566099999225116,2.382900000156951,52.03139999957784
260718,7,8 17,2,20,6,8 16 22,1000,373,False,True,8 16 22,1000,373,False,True,8 16 22,1000,373,False,True,0,0,0,8 16 22,1000,373,False,True,0,0,0,False,False,False,same_as_baseline,False,False,False,False,8.232366083916077,True,False,False,1,False,3.2511999997950625,39.78269999970507,1.5463999998246436,46.49429999972199
260718,8,11 23,2,20,3,11 23,1000,207,True,False,11 23,1000,207,True,False,11 23,1000,207,True,False,0,0,0,11 23,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,71.0526315789474,False,False,False,0,False,3.507800000079442,43.9025000005131,0.988899999356363,50.54819999986648
260718,9,3,1,20,13,3,1000,41,True,False,3,1000,41,True,False,3,1000,41,True,False,0,0,0,3,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,236.53492845049686,False,False,True,1,False,3.415300000597199,42.01240000020334,2.401800000370713,49.58970000006957
260718,10,9 10,2,20,4,9 10,1000,207,True,False,9 10,1000,207,True,False,9 10,1000,207,True,False,0,0,0,9 10,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,104.19801214574898,False,False,False,0,False,3.1417999998666346,42.8487999997742,1.1166999993292848,49.070799999753945
260718,11,0 15,2,20,4,0 15,1000,207,True,False,0 15,1000,207,True,False,0 15,1000,207,True,False,0,0,0,0 15,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,205.60354576739041,False,False,False,0,False,3.227300000617106,42.23280000041996,1.0258999991492601,48.20029999973485
260718,12,5 8,2,20,6,5 8,1000,207,True,False,5 8,1000,207,True,False,5 8,1000,207,True,False,0,0,0,5 8,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,31.040117408906895,False,False,False,0,False,3.3304999997199047,39.43110000000161,1.3519000003725523,45.873199999732606
260718,13,12 13,2,20,5,7 9,1000,207,False,False,7 9,1000,207,False,False,7 9,1000,207,False,False,0,0,0,7 9,1000,207,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,96.84210526315792,False,False,False,0,False,3.2124999997904524,39.8869000000559,1.7531000003145891,46.68089999995573
260718,14,18 23,2,20,3,18 23,1000,207,True,False,18 23,1000,207,True,False,18 23,1000,207,True,False,0,0,0,18 23,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,49.473684210526244,False,False,False,0,False,3.2976999991660705,38.34270000061224,0.850200000058976,44.149800000013784
260718,15,14,1,20,11,14,1000,41,True,False,14,1000,41,True,False,14,1000,41,True,False,0,0,0,14,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,230.33013894000726,False,False,True,1,False,3.1607000000803964,37.197999999989406,1.9228999999540974,43.896500000300875
260718,16,4 7,2,20,3,1 18,1000,207,False,False,4 7,952,57,True,False,4 7,952,57,True,False,150,1,0,4 7,952,57,True,False,150,1,0,True,True,False,accept_guarded_override,False,False,True,True,35.80198785425091,False,True,False,1,False,2.955100000690436,37.10570000021107,0.8565999996790197,42.498499999965134
260718,17,1 2,2,20,3,5 21,1000,57,False,False,5 21,1000,57,False,False,5 21,1000,57,False,False,0,0,0,5 21,1000,57,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,347.9072510121458,False,False,False,0,False,3.540400000019872,37.06560000046011,0.9138999994320329,43.24189999988448
260718,18,2 5,2,20,6,1 21,1000,207,False,False,1 21,1000,207,False,False,1 21,1000,207,False,False,0,0,0,1 21,1000,207,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,8.947368421052602,True,True,False,2,True,3.1699000001026434,37.69019999981538,1.341800000773219,44.56119999940711
260718,19,4,1,20,15,4,1000,41,True,False,4,1000,41,True,False,4,1000,41,True,False,0,0,0,4,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,186.97416290025762,False,False,True,1,False,3.1688999997641076,39.948299999196024,3.139900000860507,48.125899999831745
260718,20,0 11,2,20,3,0 11,1000,57,True,False,0 11,1000,57,True,False,0 11,1000,57,True,False,0,0,0,0 11,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,237.655007305852,False,False,False,0,False,3.3056000002034125,39.19730000052368,0.8958999997048522,45.22209999959159
260718,21,6,1,20,11,6,1000,41,True,False,6,1000,41,True,False,6,1000,41,True,False,0,0,0,6,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,200.22832075818917,False,False,True,1,False,3.166800000144576,38.19800000019313,2.056500000435335,45.119700000213925
260718,22,6 18,2,20,3,1 3,1000,207,False,False,6 18,963,57,True,False,6 18,963,57,True,False,150,1,0,6 18,963,57,True,False,150,1,0,True,True,False,accept_guarded_override,False,False,True,True,41.591461538461544,False,False,False,0,False,3.127400000266789,41.286099999524595,0.9503000001132023,46.916399999645364
260718,23,13,1,20,13,16 19,1000,357,False,True,13,923,191,True,False,13,923,191,True,False,166,1,1,16 19,1000,357,False,True,0,0,0,True,False,True,reject_evidence_insufficient,False,False,True,False,21.454302116304802,True,False,True,2,True,3.3089000007748837,43.81649999959336,2.3891000000730855,51.205799999479495
260718,24,13,1,20,13,13,1000,191,True,False,13,1000,191,True,False,13,1000,191,True,False,0,0,0,13,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,119.4488140228193,False,False,True,1,False,3.21429999985412,38.313799999741605,3.4169000000474625,46.61610000039218
260718,25,1 5,2,20,3,8 11,1000,207,False,False,8 11,1000,207,False,False,8 11,1000,207,False,False,0,0,0,8 11,1000,207,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,195.78947368421052,False,False,False,0,False,2.9518999999709195,37.01340000043274,0.8742999998503365,42.47329999998328
260718,26,8 22,2,20,6,8 22,1000,207,True,False,8 22,1000,207,True,False,8 22,1000,207,True,False,0,0,0,8 22,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,71.57894736842115,False,False,False,0,False,3.1740000003992463,38.3748000003834,1.3194999992265366,44.51229999995121
260718,27,0 2,2,20,3,16 20 23,1000,373,False,False,16 20 23,1000,373,False,False,16 20 23,1000,373,False,False,0,0,0,16 20 23,1000,373,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,27.938512200956893,False,False,False,0,False,3.1432999994649435,40.22449999956734,0.9202999999615713,47.3959000000832
260718,28,4,1,20,15,4,1000,41,True,False,4,1000,41,True,False,4,1000,41,True,False,0,0,0,4,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,55.00650257637096,False,False,True,1,False,3.3395000000382424,44.085500000619504,2.7254000005996204,52.20050000025367
260718,29,5,1,20,12,5,1000,41,True,False,5,1000,41,True,False,5,1000,41,True,False,0,0,0,5,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,167.12267482517484,False,False,True,1,False,3.2865000002857414,40.00919999998587,2.3412000000462285,48.05610000039451
260718,30,0 5,2,20,3,0 5,1000,57,True,False,0 5,1000,57,True,False,0 5,1000,57,True,False,0,0,0,0 5,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,288.1367988038277,False,False,False,0,False,3.1740000003992463,38.60270000041055,0.9318000002167537,44.19089999919379
260718,31,4 8,2,20,4,2 18,1000,57,False,False,2 18,1000,57,False,False,2 18,1000,57,False,False,0,0,0,2 18,1000,57,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,238.43356680161935,False,False,False,0,False,3.530500000124448,39.97660000004544,0.955200000134937,45.953399999234534
260718,32,21,1,20,13,21,1000,41,True,False,21,1000,41,True,False,21,1000,41,True,False,0,0,0,21,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,200.89645472948098,False,False,True,1,False,2.9616000001624343,38.705400000253576,2.477099999850907,45.92219999994995
260718,33,18,1,20,13,18,1000,41,True,False,18,1000,41,True,False,18,1000,41,True,False,0,0,0,18,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,80.4304260213471,False,False,True,1,False,3.1715999994048616,38.3652999998958,3.29779999992752,46.6668999997637
260718,34,1,1,20,17,1,1000,191,True,False,1,1000,191,True,False,1,1000,191,True,False,0,0,0,1,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,146.6365603974972,False,False,True,1,False,3.1808000003366033,38.90339999998105,3.181100000801962,47.14639999929204
260718,35,4,1,20,15,4,1000,41,True,False,4,1000,41,True,False,4,1000,41,True,False,0,0,0,4,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,215.9054547662863,False,False,True,1,False,3.528399999595422,39.705899999717076,2.674099999239843,47.60529999930441
260718,36,21,1,20,13,21,1000,41,True,False,21,1000,41,True,False,21,1000,41,True,False,0,0,0,21,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,117.04095715863093,False,False,True,1,False,3.7935999998808256,39.297199999964505,2.347199999348959,47.11470000074769
260718,37,8 13,2,20,4,8 13,1000,357,True,False,8 13,1000,357,True,False,8 13,1000,357,True,False,0,0,0,8 13,1000,357,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,87.21823886639675,False,False,False,0,False,3.150399999867659,38.974099999904865,1.0688000002119225,44.8500000002241
260718,38,14,1,20,11,14,1000,41,True,False,14,1000,41,True,False,14,1000,41,True,False,0,0,0,14,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,176.00841645196908,False,False,True,1,False,3.1173999996099155,38.45779999937804,2.5916999993569334,45.84490000070218
260718,39,12,1,20,10,12,1000,41,True,False,12,1000,41,True,False,12,1000,41,True,False,0,0,0,12,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,219.9873638203901,False,False,True,1,False,2.970900000036636,37.748800000372285,2.112699999997858,44.72960000020976
260719,0,18 19,2,20,5,18 19,1000,207,True,False,18 19,1000,207,True,False,18 19,1000,207,True,False,0,0,0,18 19,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,141.8456510305483,False,False,False,0,False,3.5995000007460476,38.42739999981859,1.1567999999897438,44.97989999981655
260719,1,20,1,20,10,20,1000,191,True,False,20,1000,191,True,False,20,1000,191,True,False,0,0,0,20,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,109.87656012145749,False,False,True,1,False,2.972600000248349,40.25220000039553,2.5476000000708154,47.843899999861605
260719,2,9 23,2,20,6,9 23,1000,207,True,False,9 23,1000,207,True,False,9 23,1000,207,True,False,0,0,0,9 23,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,15.250643724696374,True,False,False,1,False,3.9993000000322354,48.0807999992976,1.3395999994827434,55.13830000018061
260719,3,0,1,20,9,0,1000,41,True,False,0,1000,41,True,False,0,1000,41,True,False,0,0,0,0,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,138.7844930069931,False,False,True,1,False,3.9160000005722395,50.435299999662675,1.6841000006024842,57.75160000030155
260719,4,15,1,20,10,15,1000,41,True,False,15,1000,41,True,False,15,1000,41,True,False,0,0,0,15,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,148.9827705189548,False,False,True,1,False,2.8734999996231636,40.10340000058932,2.422900000055961,47.63920000004873
260719,5,3,1,20,7,0 13,1000,207,False,True,0 13,1000,207,False,True,0 13,1000,207,False,True,0,0,0,0 13,1000,207,False,True,0,0,0,False,False,False,same_as_baseline,False,False,False,False,81.31071260581518,False,False,False,0,False,2.9876999997213716,38.41680000004999,1.4944000004106783,44.58780000004481
260719,6,13 18,2,20,10,13 18,1000,357,True,False,13 18,1000,357,True,False,13 18,1000,357,True,False,0,0,0,13 18,1000,357,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,64.36570325726905,False,False,True,1,False,3.52999999995518,44.111700000030396,2.1021000002292567,51.61610000050132
260719,7,22,1,20,11,22,1000,41,True,False,22,1000,41,True,False,22,1000,41,True,False,0,0,0,22,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,127.03303119249176,False,False,True,1,False,4.303800000343472,41.8601999999737,2.1648000001732726,50.207500000396976
